Table Name,State Code,District Code,India/States,Division,Group,Class,NIC Name,Main Workers - Total -  Persons,Main Workers - Total - Males,Main Workers - Total - Females,Main Workers - Rural -  Persons,Main Workers - Rural - Males,Main Workers - Rural - Females,Main Workers - Urban -  Persons,Main Workers - Urban - Males,Main Workers - Urban - Females,Marginal Workers - Total -  Persons,Marginal Workers - Total - Males,Marginal Workers - Total - Females,Marginal Workers - Rural -  Persons,Marginal Workers - Rural - Males,Marginal Workers - Rural - Females,Marginal Workers - Urban -  Persons,Marginal Workers - Urban - Males,Marginal Workers - Urban - Females
B0118,`08,`130,District - Udaipur,`47,`000,`0000,"Retail trade, except of motor vehicles and motorcycles",50890,47410,3480,21624,20350,1274,29266,27060,2206,4988,3724,1264,3844,2908,936,1144,816,328
B0118,`08,`130,District - Udaipur,`47,`471,`0000,Retail sale in non-specialized stores,1200,1116,84,506,478,28,694,638,56,120,94,26,100,82,18,20,12,8
B0118,`08,`130,District - Udaipur,`47,`471,`4711,"Retail sale in non-specialized stores with food, beverages or tobacco",164,134,30,50,44,6,114,90,24,14,14,0,2,2,0,12,12,0
B0118,`08,`130,District - Udaipur,`47,`471,`4719,Other retail sale in non-specialized stores,1036,982,54,456,434,22,580,548,32,106,80,26,98,80,18,8,0,8
B0118,`08,`130,District - Udaipur,`47,`472,`0000,"Retail sale of food, beverages and tobacco in specialized stores",20000,18384,1616,10984,10232,752,9016,8152,864,2420,1722,698,2020,1452,568,400,270,130
B0118,`08,`130,District - Udaipur,`47,`472,`4721,Retail sale of food in specialized stores,19366,17764,1602,10784,10040,744,8582,7724,858,2376,1678,698,1996,1428,568,380,250,130
B0118,`08,`130,District - Udaipur,`47,`472,`4722,Retail sale of beverages in specialized stores,402,392,10,162,154,8,240,238,2,22,22,0,14,14,0,8,8,0
B0118,`08,`130,District - Udaipur,`47,`472,`4723,Retail sale of tobacco products in specialized stores,232,228,4,38,38,0,194,190,4,22,22,0,10,10,0,12,12,0
B0118,`08,`130,District - Udaipur,`47,`473,`0000,Retail sale of automotive fuel in specialized stores,1008,980,28,524,524,0,484,456,28,74,74,0,74,74,0,0,0,0
B0118,`08,`130,District - Udaipur,`47,`473,`4730,Retail sale of automotive fuel in specialized stores,1008,980,28,524,524,0,484,456,28,74,74,0,74,74,0,0,0,0
B0118,`08,`130,District - Udaipur,`47,`474,`0000,Retail sale of information and communications equipment in specialized,1070,1046,24,360,352,8,710,694,16,90,66,24,48,30,18,42,36,6
B0118,`08,`130,District - Udaipur,`47,`474,`4741,"Retail sale of computers, peripheral units, software and",964,942,22,326,320,6,638,622,16,90,66,24,48,30,18,42,36,6
B0118,`08,`130,District - Udaipur,`47,`474,`4742,Retail sale of audio and video equipment in specialized stores,106,104,2,34,32,2,72,72,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`47,`475,`0000,Retail sale of other household equipment in specialized stores,6112,5932,180,1958,1912,46,4154,4020,134,384,298,86,242,192,50,142,106,36
B0118,`08,`130,District - Udaipur,`47,`475,`4751,Retail sale of textiles in specialized stores,630,584,46,286,272,14,344,312,32,68,50,18,40,32,8,28,18,10
B0118,`08,`130,District - Udaipur,`47,`475,`4752,"Retail sale of hardware, paints and glass in specialized stores",2772,2720,52,840,820,20,1932,1900,32,142,112,30,120,92,28,22,20,2
B0118,`08,`130,District - Udaipur,`47,`475,`4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized",34,26,8,14,14,0,20,12,8,6,0,6,0,0,0,6,0,6
B0118,`08,`130,District - Udaipur,`47,`475,`4759,"Retail sale of electrical household appliances, furniture, lighting",2676,2602,74,818,806,12,1858,1796,62,168,136,32,82,68,14,86,68,18
B0118,`08,`130,District - Udaipur,`47,`476,`0000,Retail sale of cultural and recreation goods in specialized stores,1310,1276,34,358,350,8,952,926,26,152,134,18,102,94,8,50,40,10
B0118,`08,`130,District - Udaipur,`47,`476,`4761,"Retail sale of books, newspapers and stationary in specialized stores",800,778,22,252,244,8,548,534,14,130,114,16,102,94,8,28,20,8
B0118,`08,`130,District - Udaipur,`47,`476,`4762,Retail sale of music and video recordings in specialized stores,70,70,0,14,14,0,56,56,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`47,`476,`4763,Retail sale of sporting equipment in specialized stores,6,6,0,6,6,0,0,0,0,4,2,2,0,0,0,4,2,2
B0118,`08,`130,District - Udaipur,`47,`476,`4764,Retail sale of games and toys in specialized stores,434,422,12,86,86,0,348,336,12,18,18,0,0,0,0,18,18,0
B0118,`08,`130,District - Udaipur,`47,`477,`0000,Retail sale of other goods in specialized stores,10286,9486,800,3328,3064,264,6958,6422,536,848,666,182,568,464,104,280,202,78
B0118,`08,`130,District - Udaipur,`47,`477,`4771,"Retail sale of clothing, footwear and leather articles in specialized",4392,4172,220,1518,1474,44,2874,2698,176,358,332,26,258,240,18,100,92,8
B0118,`08,`130,District - Udaipur,`47,`477,`4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet",1926,1694,232,628,512,116,1298,1182,116,130,92,38,84,64,20,46,28,18
B0118,`08,`130,District - Udaipur,`47,`477,`4773,Other retail sale of new goods in specialized stores,3950,3608,342,1176,1078,98,2774,2530,244,360,242,118,226,160,66,134,82,52
B0118,`08,`130,District - Udaipur,`47,`477,`4774,Retail sale of second-hand goods,18,12,6,6,0,6,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`47,`478,`0000,Retail sale via stalls and markets,7058,6646,412,2724,2620,104,4334,4026,308,674,520,154,544,420,124,130,100,30
B0118,`08,`130,District - Udaipur,`47,`478,`4781,"Retail sale via stalls and markets of food, beverages and tobacco",272,260,12,138,126,12,134,134,0,68,48,20,56,42,14,12,6,6
B0118,`08,`130,District - Udaipur,`47,`478,`4782,"Retail sale via stalls and markets of textiles, clothing and footwear",2340,2216,124,1110,1088,22,1230,1128,102,206,184,22,160,144,16,46,40,6
B0118,`08,`130,District - Udaipur,`47,`478,`4789,Retail sale via stalls and markets of other goods,4446,4170,276,1476,1406,70,2970,2764,206,400,288,112,328,234,94,72,54,18
B0118,`08,`130,District - Udaipur,`47,`479,`0000,"Retail trade not in stores, stalls or markets",2846,2544,302,882,818,64,1964,1726,238,226,150,76,146,100,46,80,50,30
B0118,`08,`130,District - Udaipur,`47,`479,`4791,Retail sale via mail order houses or via Internet,398,352,46,102,92,10,296,260,36,36,16,20,34,16,18,2,0,2
B0118,`08,`130,District - Udaipur,`47,`479,`4799,"Other retail sale not in stores, stalls or markets",2448,2192,256,780,726,54,1668,1466,202,190,134,56,112,84,28,78,50,28
B0118,`08,`130,District - Udaipur,`49,`000,`0000,Land transport and transport via pipelines,28502,28056,446,16300,16064,236,12202,11992,210,3434,3312,122,2926,2816,110,508,496,12
B0118,`08,`130,District - Udaipur,`49,`491,`0000,Transport via railways,1636,1574,62,556,548,8,1080,1026,54,38,34,4,10,10,0,28,24,4
B0118,`08,`130,District - Udaipur,`49,`491,`4911,Passenger rail transport,1430,1374,56,472,464,8,958,910,48,36,34,2,10,10,0,26,24,2
B0118,`08,`130,District - Udaipur,`49,`491,`4912,Freight rail transport,206,200,6,84,84,0,122,116,6,2,0,2,0,0,0,2,0,2
B0118,`08,`130,District - Udaipur,`49,`492,`0000,Other land transport,26862,26478,384,15744,15516,228,11118,10962,156,3396,3278,118,2916,2806,110,480,472,8
B0118,`08,`130,District - Udaipur,`49,`492,`4921,Urban or suburban passenger land transport,1822,1808,14,846,840,6,976,968,8,144,144,0,104,104,0,40,40,0
B0118,`08,`130,District - Udaipur,`49,`492,`4922,Other passenger land transport,11080,10932,148,5278,5218,60,5802,5714,88,1160,1152,8,918,912,6,242,240,2
B0118,`08,`130,District - Udaipur,`49,`492,`4923,Freight transport by road,13960,13738,222,9620,9458,162,4340,4280,60,2092,1982,110,1894,1790,104,198,192,6
B0118,`08,`130,District - Udaipur,`49,`493,`0000,Transport via pipeline,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`49,`493,`4930,Transport via pipeline,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`50,`000,`0000,Water transport,30,30,0,10,10,0,20,20,0,18,18,0,18,18,0,0,0,0
B0118,`08,`130,District - Udaipur,`50,`501,`0000,Sea and coastal water transport,2,2,0,2,2,0,0,0,0,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`50,`501,`5011,Sea and coastal passenger water transport,2,2,0,2,2,0,0,0,0,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`50,`502,`0000,Inland water transport,28,28,0,8,8,0,20,20,0,12,12,0,12,12,0,0,0,0
B0118,`08,`130,District - Udaipur,`50,`502,`5021,Inland passenger water transport,22,22,0,8,8,0,14,14,0,12,12,0,12,12,0,0,0,0
B0118,`08,`130,District - Udaipur,`50,`502,`5022,Inland freight water transport,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`51,`000,`0000,Air transport,248,222,26,130,128,2,118,94,24,22,22,0,16,16,0,6,6,0
B0118,`08,`130,District - Udaipur,`51,`511,`0000,Passenger air transport,108,98,10,62,62,0,46,36,10,14,14,0,14,14,0,0,0,0
B0118,`08,`130,District - Udaipur,`51,`511,`5110,Passenger air transport,108,98,10,62,62,0,46,36,10,14,14,0,14,14,0,0,0,0
B0118,`08,`130,District - Udaipur,`51,`512,`0000,Freight air transport,140,124,16,68,66,2,72,58,14,8,8,0,2,2,0,6,6,0
B0118,`08,`130,District - Udaipur,`51,`512,`5120,Freight air transport,140,124,16,68,66,2,72,58,14,8,8,0,2,2,0,6,6,0
B0118,`08,`130,District - Udaipur,`52,`000,`0000,Warehousing and support activities for transportation,2272,2212,60,962,952,10,1310,1260,50,310,292,18,260,248,12,50,44,6
B0118,`08,`130,District - Udaipur,`52,`521,`0000,Warehousing and storage,134,128,6,44,44,0,90,84,6,6,6,0,0,0,0,6,6,0
B0118,`08,`130,District - Udaipur,`52,`521,`5210,Warehousing and storage,134,128,6,44,44,0,90,84,6,6,6,0,0,0,0,6,6,0
B0118,`08,`130,District - Udaipur,`52,`522,`0000,Support activities for transportation,2138,2084,54,918,908,10,1220,1176,44,304,286,18,260,248,12,44,38,6
B0118,`08,`130,District - Udaipur,`52,`522,`5221,Service activities incidental to land transportation,1528,1486,42,754,746,8,774,740,34,246,234,12,220,208,12,26,26,0
B0118,`08,`130,District - Udaipur,`52,`522,`5223,Service activities incidental to air transportation,10,8,2,2,2,0,8,6,2,2,2,0,2,2,0,0,0,0
B0118,`08,`130,District - Udaipur,`52,`522,`5224,Cargo handling,42,42,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`52,`522,`5229,Other transportation support activities,558,548,10,162,160,2,396,388,8,56,50,6,38,38,0,18,12,6
B0118,`08,`130,District - Udaipur,`53,`000,`0000,Postal and courier activities,950,878,72,458,438,20,492,440,52,48,36,12,30,30,0,18,6,12
B0118,`08,`130,District - Udaipur,`53,`531,`0000,Postal activities,734,670,64,394,374,20,340,296,44,42,36,6,30,30,0,12,6,6
B0118,`08,`130,District - Udaipur,`53,`531,`5310,Postal activities,734,670,64,394,374,20,340,296,44,42,36,6,30,30,0,12,6,6
B0118,`08,`130,District - Udaipur,`53,`532,`0000,Courier activities,216,208,8,64,64,0,152,144,8,6,0,6,0,0,0,6,0,6
B0118,`08,`130,District - Udaipur,`53,`532,`5320,Courier activities,216,208,8,64,64,0,152,144,8,6,0,6,0,0,0,6,0,6
B0118,`08,`130,District - Udaipur,`55,`000,`0000,Accommodation,7556,7244,312,4618,4516,102,2938,2728,210,1598,1560,38,1392,1374,18,206,186,20
B0118,`08,`130,District - Udaipur,`55,`551,`0000,Short term accommodation activities,6772,6562,210,4070,4006,64,2702,2556,146,1400,1372,28,1236,1220,16,164,152,12
B0118,`08,`130,District - Udaipur,`55,`551,`5510,Short term accommodation activities,6772,6562,210,4070,4006,64,2702,2556,146,1400,1372,28,1236,1220,16,164,152,12
B0118,`08,`130,District - Udaipur,`55,`559,`0000,Other accommodation,784,682,102,548,510,38,236,172,64,198,188,10,156,154,2,42,34,8
B0118,`08,`130,District - Udaipur,`55,`559,`5590,Other accommodation,784,682,102,548,510,38,236,172,64,198,188,10,156,154,2,42,34,8
B0118,`08,`130,District - Udaipur,`56,`000,`0000,Food and beverage service activities,8754,8410,344,5782,5622,160,2972,2788,184,1996,1826,170,1764,1654,110,232,172,60
B0118,`08,`130,District - Udaipur,`56,`561,`0000,Restaurants and mobile food service activities,2270,2200,70,1358,1328,30,912,872,40,366,332,34,316,290,26,50,42,8
B0118,`08,`130,District - Udaipur,`56,`561,`5610,Restaurants and mobile food service activities,2270,2200,70,1358,1328,30,912,872,40,366,332,34,316,290,26,50,42,8
B0118,`08,`130,District - Udaipur,`56,`562,`0000,Event catering and other food service activities,3194,3024,170,2254,2172,82,940,852,88,1086,986,100,976,916,60,110,70,40
B0118,`08,`130,District - Udaipur,`56,`562,`5621,Event catering,2822,2662,160,2010,1938,72,812,724,88,992,908,84,892,844,48,100,64,36
B0118,`08,`130,District - Udaipur,`56,`562,`5629,Other food service activities,372,362,10,244,234,10,128,128,0,94,78,16,84,72,12,10,6,4
B0118,`08,`130,District - Udaipur,`56,`563,`0000,Beverage serving activities,3290,3186,104,2170,2122,48,1120,1064,56,544,508,36,472,448,24,72,60,12
B0118,`08,`130,District - Udaipur,`56,`563,`5630,Beverage serving activities,3290,3186,104,2170,2122,48,1120,1064,56,544,508,36,472,448,24,72,60,12
B0118,`08,`130,District - Udaipur,`58,`000,`0000,Publishing activities,276,238,38,48,46,2,228,192,36,12,12,0,12,12,0,0,0,0
B0118,`08,`130,District - Udaipur,`58,`581,`0000,"Publishing of books, periodicals and other publishing activities",212,184,28,46,44,2,166,140,26,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`58,`581,`5811,Book publishing,30,24,6,0,0,0,30,24,6,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`58,`581,`5812,Publishing of directories and mailing lists,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`58,`581,`5813,"Publishing of newspapers, journals and periodicals",158,136,22,40,38,2,118,98,20,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`58,`581,`5819,Other publishing activities,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`58,`582,`0000,Software publishing,64,54,10,2,2,0,62,52,10,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`58,`582,`5820,Software publishing,64,54,10,2,2,0,62,52,10,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`59,`000,`0000,"Motion picture, video and television programme production, sound recording",164,158,6,44,44,0,120,114,6,62,54,8,50,42,8,12,12,0
B0118,`08,`130,District - Udaipur,`59,`591,`0000,"Motion picture, video and television programme activities",94,88,6,20,20,0,74,68,6,18,18,0,6,6,0,12,12,0
B0118,`08,`130,District - Udaipur,`59,`591,`5911,"Motion picture, video and television programme production activities",60,54,6,14,14,0,46,40,6,12,12,0,6,6,0,6,6,0
B0118,`08,`130,District - Udaipur,`59,`591,`5912,"Motion picture, video and television programme post-production",0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0
B0118,`08,`130,District - Udaipur,`59,`591,`5914,Motion picture projection activities,34,34,0,6,6,0,28,28,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`59,`592,`0000,Sound recording and music publishing activities,70,70,0,24,24,0,46,46,0,44,36,8,44,36,8,0,0,0
B0118,`08,`130,District - Udaipur,`59,`592,`5920,Sound recording and music publishing activitiesT,70,70,0,24,24,0,46,46,0,44,36,8,44,36,8,0,0,0
B0118,`08,`130,District - Udaipur,`60,`000,`0000,Broadcasting and programming activities,188,174,14,10,10,0,178,164,14,6,6,0,0,0,0,6,6,0
B0118,`08,`130,District - Udaipur,`60,`601,`0000,Radio broadcasting,82,74,8,4,4,0,78,70,8,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`60,`601,`6010,Radio broadcasting,82,74,8,4,4,0,78,70,8,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`60,`602,`0000,Television programming and broadcasting activities,106,100,6,6,6,0,100,94,6,6,6,0,0,0,0,6,6,0
B0118,`08,`130,District - Udaipur,`60,`602,`6020,Television programming and broadcasting activities,106,100,6,6,6,0,100,94,6,6,6,0,0,0,0,6,6,0
B0118,`08,`130,District - Udaipur,`61,`000,`0000,Telecommunications,1462,1382,80,462,450,12,1000,932,68,36,26,10,6,6,0,30,20,10
B0118,`08,`130,District - Udaipur,`61,`611,`0000,Wired telecommunications activities,494,484,10,150,144,6,344,340,4,12,12,0,0,0,0,12,12,0
B0118,`08,`130,District - Udaipur,`61,`611,`6110,Wired telecommunications activities,494,484,10,150,144,6,344,340,4,12,12,0,0,0,0,12,12,0
B0118,`08,`130,District - Udaipur,`61,`612,`0000,Wireless telecommunications activities,542,496,46,194,192,2,348,304,44,12,12,0,4,4,0,8,8,0
B0118,`08,`130,District - Udaipur,`61,`612,`6120,Wireless telecommunications activities,542,496,46,194,192,2,348,304,44,12,12,0,4,4,0,8,8,0
B0118,`08,`130,District - Udaipur,`61,`613,`0000,Satellite telecommunications activities,44,42,2,12,10,2,32,32,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`61,`613,`6130,Satellite telecommunications activities,44,42,2,12,10,2,32,32,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`61,`619,`0000,Other telecommunications activities,382,360,22,106,104,2,276,256,20,12,2,10,2,2,0,10,0,10
B0118,`08,`130,District - Udaipur,`61,`619,`6190,Other telecommunications activities,382,360,22,106,104,2,276,256,20,12,2,10,2,2,0,10,0,10
B0118,`08,`130,District - Udaipur,`62,`000,`0000,"Computer programming, consultancy and related activities",790,704,86,122,116,6,668,588,80,50,50,0,30,30,0,20,20,0
B0118,`08,`130,District - Udaipur,`62,`620,`0000,"Computer programming, consultancy and related activities",790,704,86,122,116,6,668,588,80,50,50,0,30,30,0,20,20,0
B0118,`08,`130,District - Udaipur,`62,`620,`6201,Computer programming activities,238,200,38,14,8,6,224,192,32,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`62,`620,`6202,Computer consultancy and computer facilities management activities,266,238,28,80,80,0,186,158,28,24,24,0,24,24,0,0,0,0
B0118,`08,`130,District - Udaipur,`62,`620,`6209,Other information technology and computer service activities,286,266,20,28,28,0,258,238,20,26,26,0,6,6,0,20,20,0
B0118,`08,`130,District - Udaipur,`63,`000,`0000,Information service activities,564,506,58,100,94,6,464,412,52,24,18,6,16,16,0,8,2,6
B0118,`08,`130,District - Udaipur,`63,`631,`0000,"Data processing, hosting and related activities; web portals",210,164,46,46,40,6,164,124,40,16,10,6,8,8,0,8,2,6
B0118,`08,`130,District - Udaipur,`63,`631,`6311,"Data processing, hosting and related activities",196,152,44,46,40,6,150,112,38,16,10,6,8,8,0,8,2,6
B0118,`08,`130,District - Udaipur,`63,`631,`6312,Web portals,14,12,2,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`63,`639,`0000,Other information service activities,354,342,12,54,54,0,300,288,12,8,8,0,8,8,0,0,0,0
B0118,`08,`130,District - Udaipur,`63,`639,`6391,News agency activities,42,42,0,6,6,0,36,36,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`63,`639,`6399,Other information service activities n.e.c.,312,300,12,48,48,0,264,252,12,8,8,0,8,8,0,0,0,0
B0118,`08,`130,District - Udaipur,`64,`000,`0000,"Financial service activities, except insurance and pension funding",4380,3868,512,730,692,38,3650,3176,474,120,94,26,50,34,16,70,60,10
B0118,`08,`130,District - Udaipur,`64,`641,`0000,Monetary intermediation,3726,3268,458,630,600,30,3096,2668,428,78,54,24,30,14,16,48,40,8
B0118,`08,`130,District - Udaipur,`64,`641,`6411,Central banking,1088,946,142,174,168,6,914,778,136,20,8,12,20,8,12,0,0,0
B0118,`08,`130,District - Udaipur,`64,`641,`6419,Other monetary intermediation,2638,2322,316,456,432,24,2182,1890,292,58,46,12,10,6,4,48,40,8
B0118,`08,`130,District - Udaipur,`64,`642,`0000,Activities of holding companies,512,476,36,86,78,8,426,398,28,42,40,2,20,20,0,22,20,2
B0118,`08,`130,District - Udaipur,`64,`642,`6420,Activities of holding companies,512,476,36,86,78,8,426,398,28,42,40,2,20,20,0,22,20,2
B0118,`08,`130,District - Udaipur,`64,`643,`0000,"Trusts, funds and other financial vehicles",18,18,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`64,`643,`6430,"Trusts, funds and other financial vehicles",18,18,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`64,`649,`0000,"Other financial service activities, except insurance and pension funding",124,106,18,8,8,0,116,98,18,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`64,`649,`6491,Financial leasing,78,66,12,6,6,0,72,60,12,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`64,`649,`6499,"Other financial service activities, except insurance and pension funding",46,40,6,2,2,0,44,38,6,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`65,`000,`0000,"Insurance, reinsurance and pension funding, except compulsory social",1522,1312,210,430,390,40,1092,922,170,72,48,24,48,42,6,24,6,18
B0118,`08,`130,District - Udaipur,`65,`651,`0000,Insurance,1522,1312,210,430,390,40,1092,922,170,72,48,24,48,42,6,24,6,18
B0118,`08,`130,District - Udaipur,`65,`651,`6511,Life insurance,1400,1200,200,418,380,38,982,820,162,72,48,24,48,42,6,24,6,18
B0118,`08,`130,District - Udaipur,`65,`651,`6512,Non-life insurance,122,112,10,12,10,2,110,102,8,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`66,`000,`0000,Other financial activities,660,616,44,162,156,6,498,460,38,30,30,0,18,18,0,12,12,0
B0118,`08,`130,District - Udaipur,`66,`661,`0000,"Activities auxiliary to financial service activities, except insurance and",26,26,0,12,12,0,14,14,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`66,`661,`6611,Administration of financial markets,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`66,`661,`6612,Security and commodity contracts brokerage,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`66,`661,`6619,Activities auxiliary to financial service activities n.e.c.,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`66,`662,`0000,Activities auxiliary to insurance and pension funding,576,534,42,138,132,6,438,402,36,24,24,0,12,12,0,12,12,0
B0118,`08,`130,District - Udaipur,`66,`662,`6621,Risk and damage evaluation,30,30,0,6,6,0,24,24,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`66,`662,`6622,Activities of insurance agents and brokers,482,440,42,108,102,6,374,338,36,24,24,0,12,12,0,12,12,0
B0118,`08,`130,District - Udaipur,`66,`662,`6629,Other activities auxiliary to insurance and pension funding,64,64,0,24,24,0,40,40,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`66,`663,`0000,Fund management activities,58,56,2,12,12,0,46,44,2,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`66,`663,`6630,Fund management activities,58,56,2,12,12,0,46,44,2,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`68,`000,`0000,Real estate activities,2032,2020,12,476,476,0,1556,1544,12,84,78,6,30,30,0,54,48,6
B0118,`08,`130,District - Udaipur,`68,`681,`0000,Real estate activities with own or leased property,816,816,0,154,154,0,662,662,0,36,36,0,12,12,0,24,24,0
B0118,`08,`130,District - Udaipur,`68,`681,`6810,Real estate activities with own or leased property,816,816,0,154,154,0,662,662,0,36,36,0,12,12,0,24,24,0
B0118,`08,`130,District - Udaipur,`68,`682,`0000,Real estate activities on a fee or contract basis,1216,1204,12,322,322,0,894,882,12,48,42,6,18,18,0,30,24,6
B0118,`08,`130,District - Udaipur,`68,`682,`6820,Real estate activities on a fee or contract basis,1216,1204,12,322,322,0,894,882,12,48,42,6,18,18,0,30,24,6
B0118,`08,`130,District - Udaipur,`69,`000,`0000,Legal and accounting activities,2428,2184,244,408,370,38,2020,1814,206,40,40,0,22,22,0,18,18,0
B0118,`08,`130,District - Udaipur,`69,`691,`0000,Legal activities,1304,1170,134,276,250,26,1028,920,108,28,28,0,16,16,0,12,12,0
B0118,`08,`130,District - Udaipur,`69,`691,`6910,Legal activities,1304,1170,134,276,250,26,1028,920,108,28,28,0,16,16,0,12,12,0
B0118,`08,`130,District - Udaipur,`69,`692,`0000,"Accounting, bookkeeping and auditing activities; tax consultancy",1124,1014,110,132,120,12,992,894,98,12,12,0,6,6,0,6,6,0
B0118,`08,`130,District - Udaipur,`69,`692,`6920,"Accounting, bookkeeping and auditing activities; tax consultancy",1124,1014,110,132,120,12,992,894,98,12,12,0,6,6,0,6,6,0
B0118,`08,`130,District - Udaipur,`70,`000,`0000,Activities of head offices; management consultancy activities,68,68,0,18,18,0,50,50,0,2,2,0,2,2,0,0,0,0
B0118,`08,`130,District - Udaipur,`70,`701,`0000,Activities of head offices,44,44,0,18,18,0,26,26,0,2,2,0,2,2,0,0,0,0
B0118,`08,`130,District - Udaipur,`70,`701,`7010,Activities of head offices,44,44,0,18,18,0,26,26,0,2,2,0,2,2,0,0,0,0
B0118,`08,`130,District - Udaipur,`70,`702,`0000,Management consultancy activities,24,24,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`70,`702,`7020,Management consultancy activities,24,24,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`71,`000,`0000,Architecture and engineering activities; technical testing and analysis,230,200,30,32,20,12,198,180,18,8,8,0,8,8,0,0,0,0
B0118,`08,`130,District - Udaipur,`71,`711,`0000,Architectural and engineering activities and related technical consultancy,222,192,30,30,18,12,192,174,18,8,8,0,8,8,0,0,0,0
B0118,`08,`130,District - Udaipur,`71,`711,`7110,Architectural and engineering activities and related technical,222,192,30,30,18,12,192,174,18,8,8,0,8,8,0,0,0,0
B0118,`08,`130,District - Udaipur,`71,`712,`0000,Technical testing and analysis,8,8,0,2,2,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`71,`712,`7120,Technical testing and analysis,8,8,0,2,2,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`72,`000,`0000,Scientific research and development,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`72,`721,`0000,Research and experimental development on natural sciences and,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`72,`721,`7210,Research and experimental development on natural sciences and,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`73,`000,`0000,Advertising and market research,32,32,0,6,6,0,26,26,0,6,6,0,0,0,0,6,6,0
B0118,`08,`130,District - Udaipur,`73,`731,`0000,Advertising,24,24,0,6,6,0,18,18,0,6,6,0,0,0,0,6,6,0
